suite,file,language,expected_verdict,expected_attack_type,model1_actual_verdict,model1_actual_attack_type,model1_official_pass,model2_routed,expected_fix_type,model2_model_fix_type,model2_final_fix_type,model2_model_pass,model2_final_pass,strict_fix_pass,strict_fix_reasons,full_system_strict_pass,failure_stage,crashed,error,fixed_code_preview,model1_risk_score,expected_fix_reason,model2_attack_type_input,model2_confidence,model2_probabilities,fixed_code
enterprise_realistic_sqli_final_suite,python/007_BLIND_feature_gate_count.py,python,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"# Fix: use parameterized query — preserve the original SQL logic and bind all user values\nimport logging\nfrom datetime import datetime, timedelta\nfrom typing import Any, Dict, List, Optional, Iterable\n\nlogger = logging.getLogger(__name__)\n\nclass RequestContext:\n    def __init__(self, tenant_id: str, actor_id: str, request_id: str):\n        self.tenant_id = tenant_id\n        self.actor_id = actor_id\n        self.request_id = request_id\n        self.now = datetime.utcnow()\n\ndef norma",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9975,"{""A"": 0.9975, ""B"": 0.0009, ""C"": 0.0008, ""D"": 0.0008}","# Fix: use parameterized query — preserve the original SQL logic and bind all user values
import logging
from datetime import datetime, timedelta
from typing import Any, Dict, List, Optional, Iterable

logger = logging.getLogger(__name__)

class RequestContext:
    def __init__(self, tenant_id: str, actor_id: str, request_id: str):
        self.tenant_id = tenant_id
        self.actor_id = actor_id
        self.request_id = request_id
        self.now = datetime.utcnow()

def normalize_text(value: Any) -> str:
    if value is None:
        return """"
    return str(value).strip()

def parse_int(value: Any, default: int = 0) -> int:
    try:
        return int(value)
    except Exception:
        return default

def clamp(value: int, low: int, high: int) -> int:
    return max(low, min(high, value))

def audit(ctx: RequestContext, action: str, details: Dict[str, Any]) -> None:
    logger.info(""tenant=%s actor=%s request=%s action=%s details=%s"", ctx.tenant_id, ctx.actor_id, ctx.request_id, action, details)

class DomainCache:
    def __init__(self):
        self._values = {}
    def get(self, key: str) -> Optional[str]:
        return self._values.get(key)
    def set(self, key: str, value: str) -> None:
        self._values[key] = value

class BaseRepository:
    def __init__(self, conn):
        self.conn = conn
    def heartbeat(self) -> bool:
        return True
    def tenant_clause(self) -> str:
        return ""tenant_id = ?""

class FeatureEntitlementGate(BaseRepository):
    def enabled(self, ctx: RequestContext, feature_key: str) -> bool:
        feature = normalize_text(feature_key)
        sql = (
            ""SELECT COUNT(*) AS c ""
            ""FROM feature_entitlements ""
            ""WHERE tenant_id = ? ""
            ""AND actor_id = ? ""
            ""AND feature_key = ? ""
            ""AND enabled = 1""
        )
        row = self.conn.execute(sql, (ctx.tenant_id, ctx.actor_id, feature)).fetchone()
        return bool(row and row[""c""] > 0)
"
enterprise_realistic_sqli_final_suite,python/008_SECOND_ORDER_stored_sql_job_runner.py,python,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"# Fix D: Second-order SQLi mitigation\n# Do not execute SQL fragments loaded from DB/config/cache/user storage.\n# Store only data values, then rebuild SQL from trusted static templates.\ntrusted_query = ""SELECT * FROM users WHERE id = ?""\nparams = (trusted_user_id,)\nreturn cursor.execute(trusted_query, params).fetchall()",0.9963,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9534,"{""A"": 0.0407, ""B"": 0.0025, ""C"": 0.0034, ""D"": 0.9534}","# Fix D: Second-order SQLi mitigation
# Do not execute SQL fragments loaded from DB/config/cache/user storage.
# Store only data values, then rebuild SQL from trusted static templates.
trusted_query = ""SELECT * FROM users WHERE id = ?""
params = (trusted_user_id,)
return cursor.execute(trusted_query, params).fetchall()"
enterprise_realistic_sqli_final_suite,python/009_SAFE_customer_search_decoys.py,python,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
enterprise_realistic_sqli_final_suite,python/010_SECOND_ORDER_cached_order_expression.py,python,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"# Fix D: Second-order SQLi mitigation\n# Do not execute SQL fragments loaded from DB/config/cache/user storage.\n# Store only data values, then rebuild SQL from trusted static templates.\ntrusted_query = ""SELECT * FROM users WHERE id = ?""\nparams = (trusted_user_id,)\nreturn cursor.execute(trusted_query, params).fetchall()",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9709,"{""A"": 0.0129, ""B"": 0.0156, ""C"": 0.0005, ""D"": 0.9709}","# Fix D: Second-order SQLi mitigation
# Do not execute SQL fragments loaded from DB/config/cache/user storage.
# Store only data values, then rebuild SQL from trusted static templates.
trusted_query = ""SELECT * FROM users WHERE id = ?""
params = (trusted_user_id,)
return cursor.execute(trusted_query, params).fetchall()"
enterprise_realistic_sqli_final_suite,javascript/011_SAFE_express_billing_repository.js,javascript,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
enterprise_realistic_sqli_final_suite,javascript/012_IN_BAND_template_customer_filter.js,javascript,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use a parameterized query with bound parameters\nconst sql = ""SELECT id, email, full_name FROM customers WHERE tenant_id = ?"";\nreturn await this.db.all(sql, [prefix]);",0.9,default vulnerable value injection -> Parameterized Query,IN_BAND,0.999,"{""A"": 0.999, ""B"": 0.0001, ""C"": 0.0008, ""D"": 0.0001}","// Fix: use a parameterized query with bound parameters
const sql = ""SELECT id, email, full_name FROM customers WHERE tenant_id = ?"";
return await this.db.all(sql, [prefix]);"
enterprise_realistic_sqli_final_suite,javascript/013_BLIND_session_verifier.js,javascript,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use a parameterized query with bound parameters\nconst sql = ""SELECT id FROM sessions WHERE tenant_id = ? AND session_id = ? AND expires_at > CURRENT_TIMESTAMP"";\nreturn await this.db.all(sql, [ctx.tenantId, sid]);",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9993,"{""A"": 0.9993, ""B"": 0.0001, ""C"": 0.0005, ""D"": 0.0001}","// Fix: use a parameterized query with bound parameters
const sql = ""SELECT id FROM sessions WHERE tenant_id = ? AND session_id = ? AND expires_at > CURRENT_TIMESTAMP"";
return await this.db.all(sql, [ctx.tenantId, sid]);"
enterprise_realistic_sqli_final_suite,javascript/014_SECOND_ORDER_saved_segment_runner.js,javascript,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"// Fix D: Second-order SQLi mitigation\n// Do not execute SQL loaded from DB/config/cache/user storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nconst query = ""SELECT * FROM users WHERE id = ?"";\nreturn db.all(query, [trustedUserId]);",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9075,"{""A"": 0.0895, ""B"": 0.0005, ""C"": 0.0025, ""D"": 0.9075}","// Fix D: Second-order SQLi mitigation
// Do not execute SQL loaded from DB/config/cache/user storage.
// Rebuild SQL from trusted static templates and bind values separately.
const query = ""SELECT * FROM users WHERE id = ?"";
return db.all(query, [trustedUserId]);"
enterprise_realistic_sqli_final_suite,javascript/015_SAFE_report_params_variable.js,javascript,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
enterprise_realistic_sqli_final_suite,javascript/016_IN_BAND_raw_order_decoy_set.js,javascript,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,B,B,B,YES,YES,YES,,YES,,NO,,"// Fix: whitelist allowed ORDER BY columns — identifiers cannot be parameterized\nconst ALLOWED_COLUMNS = new Set(['id', 'name', 'email', 'created_at']);\nif (!ALLOWED_COLUMNS.has(prefix)) throw new Error('Invalid sort column');\nconst query = `SELECT * FROM users ORDER BY ${prefix}`;\nreturn db.all(query);",0.9555,dynamic SQL identifier/table/order-by -> Whitelist Validation,IN_BAND,0.883,"{""A"": 0.1063, ""B"": 0.883, ""C"": 0.0061, ""D"": 0.0046}","// Fix: whitelist allowed ORDER BY columns — identifiers cannot be parameterized
const ALLOWED_COLUMNS = new Set(['id', 'name', 'email', 'created_at']);
if (!ALLOWED_COLUMNS.has(prefix)) throw new Error('Invalid sort column');
const query = `SELECT * FROM users ORDER BY ${prefix}`;
return db.all(query);"
enterprise_realistic_sqli_final_suite,javascript/017_BLIND_feature_gate.js,javascript,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use a parameterized query with bound parameters\nconst sql = ""SELECT COUNT(*) AS c FROM feature_rollouts WHERE tenant_id = ? AND feature_key = ? AND enabled = 1"";\nreturn await this.db.get(sql, [ctx.tenantId, feature]);",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9993,"{""A"": 0.9993, ""B"": 0.0001, ""C"": 0.0005, ""D"": 0.0001}","// Fix: use a parameterized query with bound parameters
const sql = ""SELECT COUNT(*) AS c FROM feature_rollouts WHERE tenant_id = ? AND feature_key = ? AND enabled = 1"";
return await this.db.get(sql, [ctx.tenantId, feature]);"
enterprise_realistic_sqli_final_suite,javascript/018_SECOND_ORDER_stored_query_executor.js,javascript,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,A,A,NO,NO,NO,D fix should explicitly address stored/config/cache SQL fragments,NO,model2_fix_classification,NO,,"// Fix: use a parameterized query with bound parameters\nconst ctx = ""?_?"";\nreturn db.query(ctx, [prefix, crypto]);",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.969,"{""A"": 0.969, ""B"": 0.0006, ""C"": 0.0052, ""D"": 0.0251}","// Fix: use a parameterized query with bound parameters
const ctx = ""?_?"";
return db.query(ctx, [prefix, crypto]);"
enterprise_realistic_sqli_final_suite,javascript/019_SAFE_db_value_as_param.js,javascript,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
enterprise_realistic_sqli_final_suite,javascript/020_IN_BAND_joined_ids_bulk_lookup.js,javascript,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use a parameterized query with bound parameters\nconst sql = ""SELECT id, order_no, status FROM orders WHERE tenant_id = ? AND id IN (?)"";\nreturn await this.db.all(sql, [joined]);",0.9,default vulnerable value injection -> Parameterized Query,IN_BAND,0.9919,"{""A"": 0.9919, ""B"": 0.0003, ""C"": 0.0077, ""D"": 0.0001}","// Fix: use a parameterized query with bound parameters
const sql = ""SELECT id, order_no, status FROM orders WHERE tenant_id = ? AND id IN (?)"";
return await this.db.all(sql, [joined]);"
enterprise_realistic_sqli_final_suite,java/021_SAFE_spring_invoice_repository.java,java,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
enterprise_realistic_sqli_final_suite,java/022_IN_BAND_legacy_customer_statement.java,java,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT id, email FROM customers WHERE tenant_id = ? AND email = ?"";\nPreparedStatement stmt = connection.prepareStatement(sql);\nstmt.setString(1, ctx.tenantId);\nstmt.setString(2, cleaned);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,IN_BAND,0.5028,"{""A"": 0.5028, ""B"": 0.3992, ""C"": 0.0799, ""D"": 0.0181}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT id, email FROM customers WHERE tenant_id = ? AND email = ?"";
PreparedStatement stmt = connection.prepareStatement(sql);
stmt.setString(1, ctx.tenantId);
stmt.setString(2, cleaned);
ResultSet rs = stmt.executeQuery();"
enterprise_realistic_sqli_final_suite,java/023_BLIND_login_statement.java,java,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT id FROM users WHERE tenant_id = ? AND email = ? AND password_hash = ?"";\nPreparedStatement stmt = connection.prepareStatement(sql);\nstmt.setString(1, ctx.tenantId);\nstmt.setString(2, email);\nstmt.setString(3, hash);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9328,"{""A"": 0.9328, ""B"": 0.0401, ""C"": 0.0088, ""D"": 0.0183}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT id FROM users WHERE tenant_id = ? AND email = ? AND password_hash = ?"";
PreparedStatement stmt = connection.prepareStatement(sql);
stmt.setString(1, ctx.tenantId);
stmt.setString(2, email);
stmt.setString(3, hash);
ResultSet rs = stmt.executeQuery();"
enterprise_realistic_sqli_final_suite,java/024_SECOND_ORDER_audit_export_fragment.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"// Fix D: Second-order SQLi mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.7861,"{""A"": 0.2105, ""B"": 0.0024, ""C"": 0.001, ""D"": 0.7861}","// Fix D: Second-order SQLi mitigation
// Do not execute SQL fragments loaded from DB/config/cache/user storage.
// Rebuild SQL from trusted static templates and bind values separately.
PreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");
stmt.setString(1, trustedUserId);
ResultSet rs = stmt.executeQuery();"
enterprise_realistic_sqli_final_suite,java/025_SAFE_set_contains_order.java,java,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
enterprise_realistic_sqli_final_suite,java/026_IN_BAND_raw_order_decoy.java,java,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,B,B,B,YES,YES,YES,,YES,,NO,,"// Fix: whitelist allowed ORDER BY columns — identifiers cannot be parameterized\nSet<String> allowedColumns = Set.of(""id"", ""name"", ""email"", ""created_at"");\nif (!allowedColumns.contains(sort)) throw new IllegalArgumentException(""Invalid sort column"");\nString sql = ""SELECT * FROM users ORDER BY "" + sort;\nResultSet rs = conn.createStatement().executeQuery(sql);",1.0,dynamic SQL identifier/table/order-by -> Whitelist Validation,IN_BAND,0.9828,"{""A"": 0.01, ""B"": 0.9828, ""C"": 0.0041, ""D"": 0.0031}","// Fix: whitelist allowed ORDER BY columns — identifiers cannot be parameterized
Set<String> allowedColumns = Set.of(""id"", ""name"", ""email"", ""created_at"");
if (!allowedColumns.contains(sort)) throw new IllegalArgumentException(""Invalid sort column"");
String sql = ""SELECT * FROM users ORDER BY "" + sort;
ResultSet rs = conn.createStatement().executeQuery(sql);"
enterprise_realistic_sqli_final_suite,java/027_BLIND_permission_count.java,java,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT COUNT(*) AS c FROM workflow_permissions WHERE tenant_id = ? AND actor_id = ? AND workflow_key = ? AND can_approve = 1"";\nPreparedStatement stmt = connection.prepareStatement(sql);\nstmt.setString(1, ctx.tenantId);\nstmt.setString(2, ctx.actorId);\nstmt.setString(3, workflowKey);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9984,"{""A"": 0.9984, ""B"": 0.0004, ""C"": 0.0006, ""D"": 0.0007}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT COUNT(*) AS c FROM workflow_permissions WHERE tenant_id = ? AND actor_id = ? AND workflow_key = ? AND can_approve = 1"";
PreparedStatement stmt = connection.prepareStatement(sql);
stmt.setString(1, ctx.tenantId);
stmt.setString(2, ctx.actorId);
stmt.setString(3, workflowKey);
ResultSet rs = stmt.executeQuery();"
enterprise_realistic_sqli_final_suite,java/028_SECOND_ORDER_stored_query_runner.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"// Fix D: Second-order SQLi mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();",0.9999,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9675,"{""A"": 0.0313, ""B"": 0.0004, ""C"": 0.0008, ""D"": 0.9675}","// Fix D: Second-order SQLi mitigation
// Do not execute SQL fragments loaded from DB/config/cache/user storage.
// Rebuild SQL from trusted static templates and bind values separately.
PreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");
stmt.setString(1, trustedUserId);
ResultSet rs = stmt.executeQuery();"
enterprise_realistic_sqli_final_suite,java/029_SAFE_db_value_bound_param.java,java,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
enterprise_realistic_sqli_final_suite,java/030_SECOND_ORDER_config_condition.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"// Fix D: Second-order SQLi mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9515,"{""A"": 0.0476, ""B"": 0.0006, ""C"": 0.0004, ""D"": 0.9515}","// Fix D: Second-order SQLi mitigation
// Do not execute SQL fragments loaded from DB/config/cache/user storage.
// Rebuild SQL from trusted static templates and bind values separately.
PreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");
stmt.setString(1, trustedUserId);
ResultSet rs = stmt.executeQuery();"
enterprise_realistic_sqli_final_suite,php/031_SAFE_pdo_order_repository.php,php,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
enterprise_realistic_sqli_final_suite,php/032_IN_BAND_mysqli_customer_search.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use mysqli prepared statements with bound parameters\n$sql = ""SELECT id, email, full_name FROM customers WHERE tenant_id = ? AND email = ?"";\n$params = [$ctx, $email];\n$types = ""ss"";\n$stmt = $this->db->prepare($sql);\n$stmt->bind_param($types, ...$params);\n$stmt->execute();\n$result = $stmt->get_result();",0.9996,default vulnerable value injection -> Parameterized Query,IN_BAND,0.9839,"{""A"": 0.9839, ""B"": 0.0073, ""C"": 0.0081, ""D"": 0.0008}","// Fix: use mysqli prepared statements with bound parameters
$sql = ""SELECT id, email, full_name FROM customers WHERE tenant_id = ? AND email = ?"";
$params = [$ctx, $email];
$types = ""ss"";
$stmt = $this->db->prepare($sql);
$stmt->bind_param($types, ...$params);
$stmt->execute();
$result = $stmt->get_result();"
